#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.9675,13,2282.452901
0.9625,15,2282.466073
0.97,12,2282.477737
0.97,12,2282.487752
0.9775,9,2282.497746
0.9675,13,2282.510451
0.9575,17,2282.525341
0.965,14,2282.538784
0.96,16,2282.552644
0.965,14,2282.564105
0.97,12,2282.576246
0.9725,11,2282.585441
0.9575,17,2282.599832
0.9775,9,2282.609243
0.9475,21,2282.630287
0.965,14,2282.644075
0.965,14,2282.659883
0.9675,13,2282.672255
0.97,12,2282.685025
0.9575,17,2282.701802
0.9425,23,2282.72248
0.9675,13,2282.736675
0.96,16,2282.751742
0.955,18,2282.771911
0.9675,13,2282.784034
0.9675,13,2282.796511
0.97,12,2282.808035
0.9625,15,2282.822359
0.96,16,2282.837356
0.9575,17,2282.857187
0.9625,15,2282.872764
0.965,14,2282.887081
0.9625,15,2282.900649
0.9625,15,2282.915311
0.965,14,2282.927795
0.9625,15,2282.941365
0.975,10,2282.950366
0.97,12,2282.960882
0.9775,9,2282.96844
0.9675,13,2282.980442
0.9625,15,2282.992743
0.9625,15,2283.007766
0.9625,15,2283.021424
0.97,12,2283.031711
0.965,14,2283.04437
0.965,14,2283.057795
0.97,12,2283.067382
0.9325,27,2283.093031
0.97,12,2283.104297
0.975,10,2283.112503
0.9725,11,2283.122212
0.9725,11,2283.132222
0.9675,13,2283.143984
0.9775,9,2283.152011
0.9625,15,2283.16639
0.9725,11,2283.1758
0.9625,15,2283.189346
0.965,14,2283.202812
0.9625,15,2283.217195
0.9675,13,2283.246418
0.9725,11,2283.257049
0.9725,11,2283.266177
0.965,14,2283.280653
0.9625,15,2283.295396
0.97,12,2283.307647
0.9675,13,2283.319423
0.975,10,2283.328757
0.97,12,2283.34019
0.97,12,2283.352281
0.97,12,2283.366431
0.975,10,2283.375643
0.975,10,2283.385449
0.9625,15,2283.399236
0.97,12,2283.409904
0.975,10,2283.418697
0.9725,11,2283.428438
0.9725,11,2283.437786
0.97,12,2283.449568
0.96,16,2283.464259
0.97,12,2283.476737
0.9725,11,2283.4883
0.9775,9,2283.497399
0.9725,11,2283.507584
0.9625,15,2283.523182
0.945,22,2286.476721
0.975,10,2286.485251
0.9675,13,2286.497812
0.96,16,2286.512502
0.97,12,2286.523048
0.9725,11,2286.533174
0.9775,9,2286.541717
0.975,10,2286.551341
0.9725,11,2286.56098
0.97,12,2286.571769
0.955,18,2286.58725
0.97,12,2286.599198
0.97,12,2286.610677
0.9625,15,2286.62425
0.965,14,2286.635229
0.9675,13,2286.647717
0.97,12,2286.659406
0.9775,9,2286.668848
0.965,14,2286.681641
0.97,12,2286.693241
0.975,10,2286.702626
0.95,20,2286.720836
0.9675,13,2286.73244
0.96,16,2286.747523
0.9625,15,2286.760181
0.9675,13,2286.771206
0.9775,9,2286.779704
0.9675,13,2286.790293
0.96,16,2286.805334
0.9775,9,2286.813338
0.9675,13,2286.82528
0.9725,11,2286.83429
0.9725,11,2286.845263
0.97,12,2286.856375
0.96,16,2286.870229
0.95,20,2286.888244
0.96,16,2286.902597
0.9575,17,2286.917659
0.965,14,2286.929942
0.9725,11,2286.939627
0.97,12,2286.951238
0.9575,17,2286.967402
0.97,12,2286.97903
0.9575,17,2286.992973
0.9675,13,2287.005321
0.9575,17,2287.021712
0.965,14,2287.034324
0.965,14,2287.046829
0.9775,9,2287.055173
0.9725,11,2287.064151
0.96,16,2287.078745
0.9675,13,2287.090698
0.9725,11,2287.11767
0.9675,13,2287.130623
0.9725,11,2287.14119
0.98,8,2287.149837
0.95,20,2287.168261
0.94,24,2287.189455
0.965,14,2287.202485
0.965,14,2287.216465
0.9675,13,2287.227948
0.97,12,2287.238617
0.9475,21,2287.258699
0.96,16,2287.274245
0.975,10,2287.283458
0.97,12,2287.293993
0.94,24,2287.315178
0.975,10,2287.324342
0.9725,11,2287.334287
0.97,12,2287.344943
0.9675,13,2287.356746
0.97,12,2287.36763
0.965,14,2287.380217
0.96,16,2287.394506
0.96,16,2287.408814
0.965,14,2287.420666
0.9675,13,2287.432676
0.9725,11,2287.442666
0.9575,17,2287.458727
0.9625,15,2287.471948
0.9775,9,2287.479962
0.9775,9,2287.487649
0.9675,13,2287.499688
0.9725,11,2287.510298
0.9525,19,2287.527756
0.9675,13,2287.539608
0.9625,15,2287.552524
0.95,20,2287.571923
0.965,14,2287.583984
0.965,14,2287.59671
0.98,8,2287.604227
0.98,8,2287.611646
0.9675,13,2287.624152
0.9575,17,2287.638901
0.9575,17,2287.652654
0.9725,11,2287.663285
0.9675,13,2287.674345
0.9725,11,2287.684378
0.9725,11,2287.69444
0.9775,9,2287.702787
0.9725,11,2287.712766
0.97,12,2287.724109
0.97,12,2287.73509
0.965,14,2287.748465
0.9575,17,2287.764346
0.9625,15,2287.778653
0.9625,15,2287.793283
0.97,12,2287.804343
0.9725,11,2287.812872
0.9725,11,2287.822899
0.9625,15,2287.837765
0.97,12,2287.849349
0.9625,15,2287.862648
0.975,10,2287.87263
0.9675,13,2287.883465
0.955,18,2287.901143
0.975,10,2287.909372
0.9775,9,2287.917137
0.9775,9,2287.926454
0.97,12,2287.93674
0.9525,19,2287.952728
0.965,14,2287.966498
0.9725,11,2287.976281
0.975,10,2287.985293
0.965,14,2287.999459
0.9625,15,2288.014032
0.96,16,2288.028416
0.9725,11,2288.056371
0.9625,15,2288.070481
0.965,14,2288.084326
0.9525,19,2288.102743
0.965,14,2288.116888
0.965,14,2288.128697
0.9675,13,2288.140265
0.975,10,2288.149679
0.9625,15,2288.162819
0.975,10,2288.17291
0.97,12,2288.184348
0.975,10,2288.192579
0.965,14,2288.207073
0.9775,9,2288.216624
0.97,12,2288.226476
0.97,12,2288.238581
0.96,16,2288.254035
0.975,10,2288.263436
0.9575,17,2288.278768
0.955,18,2288.295351
0.97,12,2288.307134
0.96,16,2288.321245
0.9725,11,2288.332417
0.965,14,2288.345727
0.9675,13,2288.357803
0.9625,15,2288.372587
0.9725,11,2288.382583
0.935,26,2291.400369
0.97,12,2291.410741
0.965,14,2291.424278
0.9725,11,2291.434085
0.9775,9,2291.442771
0.97,12,2291.452752
0.9575,17,2291.468761
0.975,10,2291.478852
0.9675,13,2291.491544
0.965,14,2291.503468
0.955,18,2291.52147
0.9675,13,2291.53344
0.9725,11,2291.543932
0.9775,9,2291.552135
0.9675,13,2291.564353
0.965,14,2291.576202
0.96,16,2291.591506
0.965,14,2291.603387
0.97,12,2291.61405
0.975,10,2291.623066
0.975,10,2291.632697
0.9725,11,2291.641654
0.9775,9,2291.650734
0.9625,15,2291.665082
0.9675,13,2291.677234
0.9775,9,2291.684244
0.9725,11,2291.69417
0.96,16,2291.709462
0.975,10,2291.717999
0.975,10,2291.726772
0.9675,13,2291.738636
0.975,10,2291.761246
0.97,12,2291.771986
0.9725,11,2291.781409
0.9725,11,2291.791783
0.9725,11,2291.802177
0.9725,11,2291.811779
0.9675,13,2291.825403
0.96,16,2291.84096
0.965,14,2291.854344
0.9575,17,2291.871163
0.97,12,2291.882592
0.97,12,2291.894157
0.9625,15,2291.907851
0.9725,11,2291.917702
0.965,14,2291.93042
0.9675,13,2291.941929
0.96,16,2291.957767
0.97,12,2291.968441
0.97,12,2291.979655
0.9625,15,2292.012369
0.97,12,2292.023209
0.9675,13,2292.035264
0.96,16,2292.050358
0.96,16,2292.065274
0.96,16,2292.080604
0.9775,9,2292.089252
0.975,10,2292.098754
0.965,14,2292.11129
0.9725,11,2292.121699
0.965,14,2292.135109
0.9775,9,2292.14313
0.9625,15,2292.157402
0.9725,11,2292.167658
0.9775,9,2292.175562
0.9625,15,2292.191373
0.965,14,2292.20288
0.965,14,2292.217675
0.97,12,2292.228652
0.9675,13,2292.24037
0.955,18,2292.255333
0.9625,15,2292.268538
0.9775,9,2292.276591
0.96,16,2292.291185
0.965,14,2292.304259
0.9625,15,2292.317661
0.9675,13,2292.329221
0.9725,11,2292.340297
0.9675,13,2292.352537
0.9525,19,2292.371356
0.95,20,2292.38873
0.9725,11,2292.399481
0.9625,15,2292.413317
0.9675,13,2292.424192
0.96,16,2292.438798
0.965,14,2292.451682
0.9675,13,2292.46344
0.9575,17,2292.47986
0.9575,17,2292.495437
0.97,12,2292.505725
0.965,14,2292.517524
0.97,12,2292.528729
0.97,12,2292.539708
0.965,14,2292.552774
0.9725,11,2292.56161
0.9625,15,2292.574279
0.9575,17,2292.589676
0.975,10,2292.599326
0.96,16,2292.614325
0.9725,11,2292.624352
0.965,14,2292.637683
0.9625,15,2292.650694
0.9725,11,2292.661801
0.9675,13,2292.674291
0.9675,13,2292.686429
0.955,18,2292.704463
0.965,14,2292.717516
0.9625,15,2292.731095
0.965,14,2292.744428
0.97,12,2292.75647
0.97,12,2292.766731
0.9725,11,2292.776576
0.97,12,2292.7884
0.97,12,2292.798855
0.955,18,2292.814365
0.9625,15,2292.827704
0.9775,9,2292.836418
0.9675,13,2292.847888
0.9725,11,2292.859654
0.9675,13,2292.870828
0.945,22,2292.89167
0.975,10,2292.900711
0.9625,15,2292.915091
0.9675,13,2292.92706
0.9575,17,2292.962899
0.96,16,2292.977839
0.97,12,2292.9874
0.9475,21,2293.006598
0.96,16,2293.020467
0.9725,11,2293.031019
0.9725,11,2293.041551
0.9625,15,2293.054441
0.955,18,2293.072261
0.9725,11,2293.082803
0.9675,13,2293.095136
0.9725,11,2293.105216
0.965,14,2293.117471
0.9625,15,2293.130906
0.9625,15,2293.145423
0.96,16,2293.159048
0.9625,15,2293.173169
0.9625,15,2293.187729
0.9675,13,2293.198297
0.965,14,2293.210889
0.9625,15,2293.224451
0.965,14,2293.2376
0.975,10,2293.246367
0.97,12,2293.256742
0.96,16,2293.271098
0.97,12,2293.281527
0.9775,9,2293.290191
0.9675,13,2293.302656
0.965,14,2293.315277
0.96,16,2296.286835
0.9525,19,2296.304049
0.9775,9,2296.312303
0.9675,13,2296.325376
0.975,10,2296.33431
0.9625,15,2296.348461
0.9625,15,2296.362618
0.9725,11,2296.373322
0.97,12,2296.384229
0.975,10,2296.392462
0.9675,13,2296.404119
0.965,14,2296.416549
0.9625,15,2296.429157
0.975,10,2296.437417
0.9775,9,2296.446301
0.9625,15,2296.459607
0.965,14,2296.471685
0.97,12,2296.482691
0.9625,15,2296.496149
0.9725,11,2296.506852
0.9775,9,2296.515394
0.96,16,2296.530282
0.9725,11,2296.540193
0.9725,11,2296.550358
0.97,12,2296.560704
0.98,8,2296.568348
0.9475,21,2296.586161
0.955,18,2296.602443
0.9675,13,2296.614258
0.9625,15,2296.627681
0.9575,17,2296.643098
0.96,16,2296.657388
0.955,18,2296.674203
0.96,16,2296.688634
0.98,8,2296.695611
0.95,20,2296.713437
0.965,14,2296.72622
0.975,10,2296.735252
0.9675,13,2296.746568
0.9675,13,2296.759087
0.9725,11,2296.769562
0.9625,15,2296.782734
0.97,12,2296.794244
0.97,12,2296.805283
0.9675,13,2296.815733
0.9675,13,2296.84638
0.97,12,2296.857538
0.9625,15,2296.871481
0.9575,17,2296.887053
0.965,14,2296.900517
0.9725,11,2296.910166
0.9725,11,2296.92184
0.965,14,2296.934412
0.9575,17,2296.950925
0.975,10,2296.959811
0.965,14,2296.971613
0.9625,15,2296.985065
0.97,12,2296.996662
0.975,10,2297.005192
0.98,8,2297.012356
0.9625,15,2297.025219
0.965,14,2297.037046
0.97,12,2297.047553
0.9725,11,2297.056596
0.9775,9,2297.065115
0.975,10,2297.074114
0.98,8,2297.081666
0.9775,9,2297.089212
0.97,12,2297.099496
0.965,14,2297.112855
0.9775,9,2297.12079
0.9725,11,2297.130642
0.9775,9,2297.139947
0.965,14,2297.152728
0.965,14,2297.165404
0.9725,11,2297.175465
0.975,10,2297.184205
0.9725,11,2297.19264
0.9775,9,2297.201685
0.96,16,2297.220711
0.955,18,2297.236494
0.98,8,2297.242497
0.9625,15,2297.256448
0.97,12,2297.267626
0.96,16,2297.282361
0.975,10,2297.291338
0.9675,13,2297.302709
0.9575,17,2297.319538
0.9675,13,2297.331474
0.9625,15,2297.345407
0.965,14,2297.357628
0.98,8,2297.366078
0.9625,15,2297.379729
0.9725,11,2297.389709
0.9725,11,2297.40031
0.9725,11,2297.409472
0.9725,11,2297.418983
0.9675,13,2297.430758
0.9775,9,2297.439281
0.9725,11,2297.448772
0.975,10,2297.458703
0.9625,15,2297.471521
0.9525,19,2297.488368
0.97,12,2297.49963
0.975,10,2297.509576
0.9675,13,2297.520125
0.9675,13,2297.531628
0.96,16,2297.546315
0.9725,11,2297.556693
0.965,14,2297.569948
0.975,10,2297.57897
0.975,10,2297.587544
0.965,14,2297.599856
0.97,12,2297.61073
0.975,10,2297.619671
0.9725,11,2297.628691
0.965,14,2297.642708
0.9625,15,2297.657441
0.96,16,2297.671412
0.97,12,2297.682716
0.9675,13,2297.694886
0.9725,11,2297.704323
0.9625,15,2297.718856
0.96,16,2297.732673
0.975,10,2297.742661
0.9675,13,2297.772531
0.96,16,2297.787491
0.97,12,2297.798423
0.96,16,2297.812801
0.97,12,2297.824244
0.97,12,2297.835367
0.9575,17,2297.850745
0.965,14,2297.862666
0.97,12,2297.874249
0.98,8,2297.882194
0.96,16,2297.8958
0.9775,9,2297.904011
0.965,14,2297.916785
0.97,12,2297.929736
0.9775,9,2297.937332
0.98,8,2297.945353
0.9675,13,2297.956872
0.97,12,2297.969082
0.9675,13,2297.980124
0.9725,11,2297.989688
0.9625,15,2298.002576
0.9625,15,2298.016534
0.9675,13,2298.027157
0.9675,13,2298.039845
0.9675,13,2298.050958
0.97,12,2298.061938
0.9825,7,2298.069308
0.97,12,2298.0793
0.9725,11,2298.089526
0.965,14,2298.101562
0.97,12,2298.112124
0.9725,11,2298.121634
0.975,10,2298.130176
0.9675,13,2298.142281
0.98,8,2298.150297
0.975,10,2298.159181
0.975,10,2298.168184
0.9575,17,2301.102702
0.9725,11,2301.112099
0.97,12,2301.123436
0.975,10,2301.132735
0.9675,13,2301.144111
0.975,10,2301.15296
0.975,10,2301.161673
0.9725,11,2301.171195
0.9675,13,2301.182684
0.97,12,2301.192692
0.975,10,2301.20271
0.9675,13,2301.213322
0.9575,17,2301.230254
0.9725,11,2301.240691
0.9775,9,2301.247991
0.9575,17,2301.264246
0.9725,11,2301.272926
0.9725,11,2301.284174
0.98,8,2301.29142
0.9675,13,2301.304247
0.975,10,2301.31415
0.975,10,2301.32255
0.96,16,2301.337234
0.9625,15,2301.3507
0.97,12,2301.363295
0.97,12,2301.374825
0.9725,11,2301.386271
0.965,14,2301.399009
0.97,12,2301.409692
0.9675,13,2301.421319
0.965,14,2301.434306
0.9675,13,2301.445509
0.9775,9,2301.455489
0.9575,17,2301.471116
0.9725,11,2301.481108
0.9675,13,2301.492807
0.9625,15,2301.505408
0.97,12,2301.5164
0.965,14,2301.528813
0.975,10,2301.538519
0.955,18,2301.555449
0.965,14,2301.568746
0.9675,13,2301.579363
0.965,14,2301.593599
0.9625,15,2301.626278
0.9625,15,2301.639681
0.97,12,2301.651773
0.9725,11,2301.662774
0.97,12,2301.672492
0.965,14,2301.686645
0.9775,9,2301.694607
0.9675,13,2301.706218
0.9725,11,2301.717317
0.965,14,2301.729488
0.9675,13,2301.741442
0.9725,11,2301.751387
0.9775,9,2301.759763
0.9525,19,2301.777661
0.97,12,2301.7893
0.9725,11,2301.798707
0.9675,13,2301.810265
0.9575,17,2301.827704
0.975,10,2301.836288
0.9625,15,2301.850998
0.975,10,2301.86069
0.9625,15,2301.875404
0.9675,13,2301.886689
0.955,18,2301.902424
0.9675,13,2301.914284
0.9675,13,2301.925435
0.9775,9,2301.932775
0.9775,9,2301.940787
0.975,10,2301.950395
0.9425,23,2301.97072
0.9625,15,2301.983338
0.9775,9,2301.991681
0.9775,9,2301.999492
0.9675,13,2302.011206
0.9775,9,2302.018833
0.975,10,2302.028851
0.975,10,2302.036856
0.955,18,2302.052795
0.96,16,2302.069486
0.975,10,2302.07841
0.9625,15,2302.091786
0.97,12,2302.102443
0.975,10,2302.111583
0.97,12,2302.121508
0.965,14,2302.134128
0.9725,11,2302.144161
0.97,12,2302.1555
0.965,14,2302.167515
0.9675,13,2302.1787
0.9725,11,2302.189336
0.9675,13,2302.20201
0.965,14,2302.21418
0.96,16,2302.228387
0.9675,13,2302.239823
0.9725,11,2302.249526
0.9775,9,2302.257211
0.965,14,2302.270012
0.9675,13,2302.281978
0.96,16,2302.295263
0.9675,13,2302.307714
0.9725,11,2302.317295
0.965,14,2302.329732
0.9725,11,2302.33925
0.96,16,2302.352944
0.9675,13,2302.36692
0.9575,17,2302.382036
0.975,10,2302.392658
0.975,10,2302.401193
0.9675,13,2302.412295
0.9725,11,2302.422779
0.9675,13,2302.434426
0.96,16,2302.448806
0.96,16,2302.464197
0.9775,9,2302.472283
0.965,14,2302.484496
0.9775,9,2302.492033
0.9675,13,2302.504224
0.9625,15,2302.516433
0.965,14,2302.548043
0.98,8,2302.557098
0.965,14,2302.569206
0.975,10,2302.581259
0.9575,17,2302.595624
0.965,14,2302.610672
0.9775,9,2302.618324
0.9625,15,2302.632142
0.9725,11,2302.642789
0.9625,15,2302.65824
0.97,12,2302.669875
0.9775,9,2302.678714
0.975,10,2302.688808
0.9625,15,2302.702583
0.965,14,2302.71563
0.97,12,2302.72616
0.97,12,2302.736629
0.97,12,2302.748251
0.9675,13,2302.759046
0.9675,13,2302.771611
0.96,16,2302.785268
0.9625,15,2302.798941
0.98,8,2302.805522
0.975,10,2302.815321
0.96,16,2302.829653
0.9775,9,2302.838461
0.9675,13,2302.850899
0.9675,13,2302.862542
0.9775,9,2302.870302
0.9675,13,2302.882918
0.9725,11,2302.89302
0.9625,15,2302.906543
0.975,10,2302.915114
0.975,10,2302.925146
0.975,10,2302.93434
0.9675,13,2302.946613
0.9625,15,2302.960139
0.9625,15,2302.974272
0.9675,13,2302.985244
0.9625,15,2302.999405
0.9425,23,2306.01685
0.9825,7,2306.022849
0.9725,11,2306.032546
0.955,18,2306.048671
0.97,12,2306.059677
0.965,14,2306.071463
0.9675,13,2306.082888
0.97,12,2306.094158
0.9625,15,2306.106924
0.9575,17,2306.12194
0.9525,19,2306.140386
0.975,10,2306.149222
0.9725,11,2306.158731
0.9675,13,2306.171283
0.965,14,2306.183303
0.9775,9,2306.191347
0.96,16,2306.205478
0.975,10,2306.21545
0.9625,15,2306.229055
0.9725,11,2306.238773
0.965,14,2306.252363
0.96,16,2306.266492
0.9725,11,2306.277075
0.965,14,2306.290031
0.96,16,2306.305718
0.96,16,2306.32034
0.97,12,2306.330991
0.97,12,2306.341631
0.9725,11,2306.350582
0.975,10,2306.360274
0.955,18,2306.375968
0.965,14,2306.390841
0.955,18,2306.408119
0.9575,17,2306.422968
0.9725,11,2306.432555
0.96,16,2306.448967
0.975,10,2306.45757
0.96,16,2306.489329
0.9725,11,2306.500948
0.9725,11,2306.515326
0.95,20,2306.540021
0.97,12,2306.550605
0.965,14,2306.56418
0.975,10,2306.57433
0.97,12,2306.584275
0.96,16,2306.59838
0.9775,9,2306.606788
0.94,24,2306.628717
0.9625,15,2306.641771
0.97,12,2306.653327
0.975,10,2306.662494
0.9775,9,2306.672031
0.97,12,2306.683241
0.9725,11,2306.692782
0.97,12,2306.704276
0.975,10,2306.712735
0.97,12,2306.724136
0.965,14,2306.736516
0.9675,13,2306.748774
0.9725,11,2306.763222
0.9575,17,2306.778469
0.9675,13,2306.79046
0.9725,11,2306.799917
0.96,16,2306.814315
0.9425,23,2306.834544
0.9725,11,2306.844321
0.9675,13,2306.857682
0.97,12,2306.868555
0.96,16,2306.882646
0.96,16,2306.897928
0.93,28,2306.923202
0.975,10,2306.932753
0.9625,15,2306.945491
0.965,14,2306.958511
0.9625,15,2306.972145
0.9725,11,2306.981685
0.9725,11,2306.9917
0.9525,19,2307.008473
0.9675,13,2307.019994
0.965,14,2307.03318
0.9725,11,2307.043055
0.97,12,2307.053327
0.9775,9,2307.061871
0.9775,9,2307.069972
0.9725,11,2307.079792
0.965,14,2307.091527
0.96,16,2307.106073
0.9575,17,2307.121736
0.9625,15,2307.136827
0.9725,11,2307.147403
0.975,10,2307.157722
0.975,10,2307.16619
0.975,10,2307.176193
0.965,14,2307.188306
0.9625,15,2307.201549
0.9725,11,2307.212577
0.9675,13,2307.223364
0.95,20,2307.240167
0.9675,13,2307.251757
0.9725,11,2307.262778
0.9675,13,2307.274193
0.9675,13,2307.285452
0.96,16,2307.299252
0.96,16,2307.312866
0.9725,11,2307.32431
0.9725,11,2307.334423
0.97,12,2307.344464
0.975,10,2307.35273
0.9725,11,2307.362518
0.97,12,2307.375537
0.9675,13,2307.387853
0.9725,11,2307.398142
0.9675,13,2307.409874
0.9525,19,2307.445374
0.9725,11,2307.455564
0.97,12,2307.467457
0.955,18,2307.484261
0.9625,15,2307.497971
0.965,14,2307.510822
0.9725,11,2307.521533
0.9775,9,2307.531201
0.9725,11,2307.541829
0.97,12,2307.552774
0.9475,21,2307.574238
0.9725,11,2307.58292
0.9625,15,2307.59739
0.9725,11,2307.606616
0.975,10,2307.61527
0.97,12,2307.626215
0.97,12,2307.63852
0.975,10,2307.648603
0.9725,11,2307.658444
0.9725,11,2307.668006
0.9725,11,2307.678637
0.9625,15,2307.692413
0.97,12,2307.704052
0.975,10,2307.712747
0.965,14,2307.726214
0.97,12,2307.737883
0.9675,13,2307.748753
0.965,14,2307.761833
0.9675,13,2307.774214
0.96,16,2307.788455
0.95,20,2307.806726
0.9675,13,2307.818487
0.97,12,2307.829018
0.9525,19,2307.845481
0.9625,15,2307.858601
0.965,14,2307.872152
0.9775,9,2307.881273
0.975,10,2307.891925
0.975,10,2307.901445
0.96,16,2307.916352
0.9575,17,2307.931727
0.9725,11,2307.941773
0.96,16,2310.931714
0.9775,9,2310.939886
0.965,14,2310.951454
0.96,16,2310.965422
0.965,14,2310.978585
0.9675,13,2310.990174
0.97,12,2311.002125
0.9725,11,2311.011707
0.955,18,2311.028313
0.9675,13,2311.040602
0.98,8,2311.047209
0.965,14,2311.059871
0.94,24,2311.081821
0.9675,13,2311.092525
0.97,12,2311.102862
0.945,22,2311.123456
0.97,12,2311.135329
0.9675,13,2311.146685
0.965,14,2311.158279
0.97,12,2311.16869
0.97,12,2311.179699
0.975,10,2311.189243
0.9725,11,2311.199707
0.9425,23,2311.21977
0.98,8,2311.227343
0.9675,13,2311.238475
0.9725,11,2311.249027
0.9725,11,2311.258699
0.965,14,2311.272641
0.97,12,2311.282891
0.96,16,2311.299014
0.98,8,2311.305648
0.975,10,2311.31559
0.9675,13,2311.345436
0.975,10,2311.354211
0.975,10,2311.364226
0.9675,13,2311.3755
0.9525,19,2311.394392
0.975,10,2311.404448
0.965,14,2311.416755
0.965,14,2311.43065
0.95,20,2311.448376
0.9575,17,2311.46263
0.9675,13,2311.4753
0.97,12,2311.485443
0.9775,9,2311.492671
0.9575,17,2311.50852
0.975,10,2311.51736
0.9625,15,2311.532335
0.9625,15,2311.545424
0.975,10,2311.554424
0.9725,11,2311.564401
0.975,10,2311.572928
0.9725,11,2311.5826
0.955,18,2311.59886
0.975,10,2311.608701
0.97,12,2311.618697
0.975,10,2311.627726
0.97,12,2311.638613
0.9625,15,2311.652762
0.9575,17,2311.667632
0.965,14,2311.680179
0.97,12,2311.690353
0.9575,17,2311.705462
0.9675,13,2311.716842
0.9625,15,2311.729647
0.97,12,2311.740244
0.9775,9,2311.747566
0.9675,13,2311.75948
0.965,14,2311.771815
0.9625,15,2311.784213
0.9625,15,2311.797648
0.97,12,2311.80848
0.97,12,2311.820721
0.9675,13,2311.833267
0.97,12,2311.844314
0.9525,19,2311.861956
0.965,14,2311.874206
0.975,10,2311.882622
0.965,14,2311.896599
0.9625,15,2311.909218
0.965,14,2311.921814
0.9675,13,2311.934178
0.9725,11,2311.94433
0.98,8,2311.951549
0.975,10,2311.961246
0.9625,15,2311.975591
0.9675,13,2311.986861
0.9675,13,2311.999866
0.975,10,2312.008426
0.97,12,2312.01886
0.965,14,2312.031047
0.975,10,2312.040312
0.975,10,2312.04862
0.9525,19,2312.067435
0.9725,11,2312.077937
0.98,8,2312.084467
0.9625,15,2312.097469
0.965,14,2312.110049
0.95,20,2312.128093
0.9775,9,2312.137602
0.9525,19,2312.1549
0.9675,13,2312.165751
0.97,12,2312.177638
0.98,8,2312.184392
0.96,16,2312.199335
0.9725,11,2312.209862
0.97,12,2312.220439
0.9625,15,2312.233052
0.98,8,2312.240795
0.9725,11,2312.267991
0.9775,9,2312.278001
0.975,10,2312.289179
0.9725,11,2312.300366
0.9775,9,2312.308938
0.9775,9,2312.316582
0.9725,11,2312.32722
0.9625,15,2312.341829
0.9625,15,2312.354126
0.96,16,2312.369441
0.96,16,2312.382972
0.9625,15,2312.396881
0.97,12,2312.408981
0.9525,19,2312.425906
0.955,18,2312.443095
0.975,10,2312.451761
0.965,14,2312.464329
0.9675,13,2312.475552
0.975,10,2312.485147
0.97,12,2312.495415
0.9675,13,2312.507969
0.955,18,2312.524526
0.9625,15,2312.538863
0.9775,9,2312.547821
0.9425,23,2312.569044
0.9775,9,2312.577291
0.97,12,2312.588564
0.9725,11,2312.59822
0.96,16,2312.612795
0.97,12,2312.622999
0.9575,17,2312.640472
0.965,14,2312.652553
0.9675,13,2312.665782
0.9675,13,2312.677507
0.9575,17,2312.692978
0.955,18,2312.709942
0.97,12,2312.720967
0.9675,13,2312.732473
0.97,12,2312.74476
0.9775,9,2312.752201
