#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.975,10,1511.150814
0.9675,13,1511.161805
0.9725,11,1511.172464
0.9625,15,1511.186083
0.9775,9,1511.194196
0.965,14,1511.206688
0.9575,17,1511.223221
0.9575,17,1511.238617
0.9675,13,1511.250286
0.975,10,1511.259676
0.965,14,1511.273486
0.9775,9,1511.283251
0.97,12,1511.294337
0.9625,15,1511.30973
0.955,18,1511.325674
0.98,8,1511.333183
0.965,14,1511.34681
0.975,10,1511.356895
0.9725,11,1511.366691
0.9675,13,1511.37866
0.97,12,1511.390249
0.9775,9,1511.398375
0.97,12,1511.409774
0.96,16,1511.424715
0.9725,11,1511.435509
0.955,18,1511.451582
0.9725,11,1511.460636
0.97,12,1511.471189
0.975,10,1511.481642
0.97,12,1511.493176
0.9725,11,1511.503246
0.955,18,1514.652032
0.9625,15,1514.666459
0.97,12,1514.678573
0.975,10,1514.687135
0.97,12,1514.699518
0.9725,11,1514.710015
0.97,12,1514.721471
0.97,12,1514.731848
0.975,10,1514.740809
0.9675,13,1514.751713
0.9625,15,1514.766541
0.9675,13,1514.777163
0.955,18,1514.794317
0.965,14,1514.806412
0.97,12,1514.816895
0.97,12,1514.826659
0.9625,15,1514.840177
0.9725,11,1514.868608
0.9675,13,1514.881533
0.9725,11,1514.891018
0.9325,27,1514.917665
0.9725,11,1514.926436
0.9575,17,1514.941562
0.965,14,1514.954736
0.96,16,1514.968752
0.97,12,1514.980865
0.975,10,1514.990774
0.9525,19,1515.007554
0.9625,15,1515.021949
0.97,12,1515.033189
0.9625,15,1515.045705
0.965,14,1515.057734
0.9775,9,1515.066393
0.97,12,1515.077123
0.9625,15,1515.090608
0.97,12,1515.102527
0.9725,11,1515.111741
0.965,14,1515.124328
0.9725,11,1515.134359
0.9625,15,1515.146906
0.9675,13,1515.158096
0.9575,17,1515.173146
0.9575,17,1515.187634
0.9675,13,1515.199592
0.97,12,1515.210226
0.97,12,1515.221716
0.96,16,1515.235843
0.9675,13,1515.247766
0.9625,15,1515.26132
0.9675,13,1515.271931
0.955,18,1515.290616
0.9625,15,1515.30431
0.97,12,1515.314745
0.96,16,1515.329601
0.9725,11,1515.350818
0.9725,11,1515.361235
0.9625,15,1515.375206
0.975,10,1515.384293
0.965,14,1515.397978
0.965,14,1515.410907
0.9725,11,1515.421072
0.9775,9,1515.42919
0.97,12,1515.440375
0.965,14,1515.453499
0.9625,15,1515.467631
0.96,16,1515.481673
0.965,14,1515.494345
0.975,10,1515.50513
0.9725,11,1515.514646
0.97,12,1515.525545
0.965,14,1515.539356
0.9725,11,1515.549673
0.9475,21,1515.56986
0.9725,11,1515.580125
0.9675,13,1515.591882
0.96,16,1515.605372
0.9725,11,1515.615749
0.9775,9,1515.624165
0.9625,15,1515.638904
0.9725,11,1515.649034
0.9725,11,1515.659502
0.965,14,1515.670668
0.9725,11,1515.68046
0.965,14,1515.694626
0.9775,9,1515.701451
0.965,14,1515.715533
0.9725,11,1515.725811
0.965,14,1515.740412
0.9675,13,1515.75228
0.96,16,1515.766866
0.9625,15,1515.778812
0.975,10,1515.788385
0.96,16,1515.815571
0.9625,15,1515.828267
0.9675,13,1515.840191
0.9675,13,1515.853474
0.9675,13,1515.865051
0.9725,11,1515.874336
0.97,12,1515.886786
0.9725,11,1515.895863
0.9625,15,1515.910811
0.97,12,1515.921792
0.9725,11,1515.933192
0.97,12,1515.944336
0.97,12,1515.956227
0.97,12,1515.968489
0.9675,13,1515.980292
0.9625,15,1515.993421
0.9575,17,1516.008912
0.9675,13,1516.021081
0.96,16,1516.035865
0.965,14,1516.048369
0.975,10,1516.058463
0.965,14,1516.069901
0.9675,13,1516.082207
0.965,14,1516.094368
0.9725,11,1516.105735
0.9675,13,1516.117434
0.9625,15,1516.130858
0.965,14,1516.144598
0.96,16,1516.15916
0.9725,11,1516.168442
0.9725,11,1516.178005
0.9625,15,1516.191479
0.9525,19,1516.210236
0.9625,15,1516.224483
0.9725,11,1516.234539
0.975,10,1516.244373
0.9675,13,1516.256737
0.9675,13,1516.268566
0.9625,15,1516.282137
0.9675,13,1516.293421
0.9625,15,1516.307862
0.9675,13,1516.321022
0.9675,13,1516.331346
0.975,10,1516.339783
0.955,18,1516.357489
0.9725,11,1516.366923
0.975,10,1516.378397
0.9675,13,1516.391019
0.965,14,1516.40433
0.9675,13,1516.415584
0.9575,17,1516.43108
0.97,12,1516.441561
0.9625,15,1516.455205
0.9675,13,1516.466833
0.975,10,1516.475722
0.9675,13,1516.487662
0.9725,11,1516.49704
0.9675,13,1516.510672
0.9775,9,1516.517899
0.97,12,1516.52907
0.9675,13,1516.541791
0.9575,17,1516.556747
0.975,10,1516.565896
0.9775,9,1519.618583
0.9625,15,1519.632523
0.9675,13,1519.645828
0.965,14,1519.657467
0.97,12,1519.66919
0.9575,17,1519.684296
0.975,10,1519.692368
0.9625,15,1519.705265
0.98,8,1519.712273
0.9725,11,1519.721984
0.9775,9,1519.730473
0.955,18,1519.747009
0.9725,11,1519.757819
0.975,10,1519.767718
0.965,14,1519.791867
0.975,10,1519.801877
0.9725,11,1519.811867
0.9725,11,1519.82179
0.97,12,1519.833374
0.9775,9,1519.842455
0.96,16,1519.856762
0.96,16,1519.870759
0.965,14,1519.88337
0.97,12,1519.893229
0.975,10,1519.903278
0.975,10,1519.912355
0.975,10,1519.921674
0.9675,13,1519.933224
0.955,18,1519.949794
0.9575,17,1519.964576
0.97,12,1519.975557
0.97,12,1519.986598
0.9775,9,1519.995532
0.9675,13,1520.006883
0.97,12,1520.018516
0.96,16,1520.034354
0.9725,11,1520.044153
0.9725,11,1520.053396
0.9625,15,1520.066777
0.965,14,1520.07987
0.9725,11,1520.089754
0.965,14,1520.103529
0.975,10,1520.113346
0.9625,15,1520.127326
0.9675,13,1520.139869
0.975,10,1520.14772
0.9725,11,1520.157689
0.965,14,1520.170797
0.97,12,1520.181926
0.9675,13,1520.193408
0.97,12,1520.205542
0.975,10,1520.214574
0.965,14,1520.227812
0.955,18,1520.244342
0.9625,15,1520.257874
0.9675,13,1520.269631
0.9675,13,1520.28189
0.965,14,1520.294289
0.9775,9,1520.303291
0.975,10,1520.311635
0.9725,11,1520.322237
0.97,12,1520.333323
0.9725,11,1520.34434
0.9725,11,1520.353539
0.9725,11,1520.363208
0.9725,11,1520.374396
0.9725,11,1520.38414
0.965,14,1520.397192
0.9725,11,1520.406368
0.98,8,1520.414172
0.9675,13,1520.424994
0.9525,19,1520.442212
0.9625,15,1520.455767
0.965,14,1520.469284
0.9725,11,1520.47889
0.9675,13,1520.491478
0.9675,13,1520.504368
0.9625,15,1520.517473
0.97,12,1520.527787
0.9775,9,1520.536419
0.9625,15,1520.549809
0.975,10,1520.558358
0.9675,13,1520.570831
0.965,14,1520.58194
0.97,12,1520.593396
0.9675,13,1520.605525
0.9725,11,1520.614978
0.975,10,1520.625858
0.96,16,1520.641744
0.9575,17,1520.659653
0.9725,11,1520.669131
0.97,12,1520.681177
0.975,10,1520.690449
0.9775,9,1520.698687
0.9725,11,1520.720019
0.965,14,1520.734328
0.965,14,1520.746796
0.9625,15,1520.760838
0.96,16,1520.777582
0.9725,11,1520.793226
0.9725,11,1520.804434
0.9775,9,1520.811511
0.9725,11,1520.822124
0.9775,9,1520.830336
0.9675,13,1520.841593
0.9725,11,1520.852653
0.97,12,1520.863145
0.97,12,1520.875235
0.965,14,1520.887805
0.9725,11,1520.897323
0.9675,13,1520.909592
0.955,18,1520.92623
0.975,10,1520.935601
0.975,10,1520.944118
0.9675,13,1520.956864
0.97,12,1520.967844
0.9575,17,1520.981589
0.9625,15,1520.995703
0.9725,11,1521.005408
0.9725,11,1521.015998
0.97,12,1521.026975
0.9725,11,1521.037738
0.96,16,1521.051375
0.965,14,1521.065551
0.96,16,1521.079789
0.9575,17,1521.095807
0.9625,15,1521.1098
0.9675,13,1521.121665
0.975,10,1521.13035
0.9725,11,1521.140914
0.98,8,1521.147849
0.9775,9,1521.155748
0.975,10,1521.165736
0.9725,11,1521.175261
0.9675,13,1521.187331
0.97,12,1521.197585
0.9775,9,1521.206182
0.975,10,1521.215699
0.965,14,1521.227464
0.97,12,1521.238839
0.975,10,1521.247838
0.95,20,1521.267119
0.9725,11,1521.27562
0.97,12,1521.287484
0.97,12,1521.29887
0.97,12,1521.310887
0.97,12,1521.322404
0.9625,15,1521.336691
0.9075,37,1521.371938
0.9725,11,1521.381976
0.98,8,1521.389744
0.965,14,1521.40174
0.965,14,1521.41415
0.9625,15,1521.428702
0.9675,13,1521.440475
0.9775,9,1521.449394
0.96,16,1521.463184
0.9775,9,1521.471747
0.9625,15,1521.485736
0.9725,11,1521.495458
0.9675,13,1521.507795
0.965,14,1521.520755
0.9725,11,1524.564759
0.9675,13,1524.577286
0.96,16,1524.591342
0.96,16,1524.605948
0.965,14,1524.618471
0.9625,15,1524.631983
0.975,10,1524.64255
0.9725,11,1524.653579
0.96,16,1524.670132
0.9625,15,1524.683166
0.9625,15,1524.711553
0.9725,11,1524.722063
0.97,12,1524.733087
0.9775,9,1524.742104
0.965,14,1524.755145
0.955,18,1524.772002
0.9775,9,1524.782085
0.96,16,1524.79712
0.9725,11,1524.806637
0.97,12,1524.818163
0.975,10,1524.826674
0.97,12,1524.838209
0.9525,19,1524.855234
0.9725,11,1524.864768
0.9625,15,1524.878325
0.9625,15,1524.891037
0.9675,13,1524.901562
0.9575,17,1524.917612
0.9575,17,1524.933139
0.97,12,1524.943181
0.97,12,1524.954717
0.9575,17,1524.970292
0.9725,11,1524.980378
0.965,14,1524.991892
0.955,18,1525.007964
0.97,12,1525.019504
0.9675,13,1525.03177
0.9775,9,1525.0403
0.965,14,1525.05181
0.965,14,1525.064865
0.9625,15,1525.078439
0.9675,13,1525.090473
0.975,10,1525.098983
0.9725,11,1525.108507
0.97,12,1525.120019
0.9775,9,1525.128601
0.9675,13,1525.140126
0.9675,13,1525.151638
0.9725,11,1525.161782
0.9675,13,1525.173831
0.96,16,1525.188829
0.9525,19,1525.205858
0.97,12,1525.218411
0.945,22,1525.237458
0.975,10,1525.246979
0.9675,13,1525.258515
0.9725,11,1525.269024
0.9675,13,1525.281091
0.9675,13,1525.293147
0.965,14,1525.305707
0.97,12,1525.317235
0.98,8,1525.323743
0.9675,13,1525.33527
0.9775,9,1525.345785
0.965,14,1525.358312
0.97,12,1525.370619
0.9675,13,1525.381774
0.9725,11,1525.392329
0.9775,9,1525.400845
0.9675,13,1525.412401
0.9725,11,1525.423426
0.97,12,1525.434106
0.9675,13,1525.446646
0.96,16,1525.461506
0.9525,19,1525.479553
0.965,14,1525.491595
0.9675,13,1525.503657
0.9775,9,1525.511665
0.9775,9,1525.521197
0.9825,7,1525.527705
0.9675,13,1525.539229
0.96,16,1525.554266
0.945,22,1525.573313
0.9775,9,1525.581915
0.965,14,1525.593942
0.9725,11,1525.604469
0.9775,9,1525.613473
0.9725,11,1525.635138
0.9675,13,1525.648635
0.9275,29,1525.676208
0.9675,13,1525.688301
0.9625,15,1525.70191
0.9775,9,1525.711455
0.9725,11,1525.721969
0.975,10,1525.733618
0.9625,15,1525.74852
0.97,12,1525.760048
0.9725,11,1525.770576
0.9675,13,1525.783154
0.96,16,1525.797897
0.97,12,1525.809426
0.9775,9,1525.816948
0.9725,11,1525.826487
0.9775,9,1525.834999
0.965,14,1525.846577
0.9625,15,1525.861111
0.97,12,1525.87091
0.965,14,1525.883437
0.96,16,1525.897819
0.965,14,1525.910346
0.9625,15,1525.924387
0.96,16,1525.938903
0.975,10,1525.947436
0.96,16,1525.961948
0.965,14,1525.976231
0.9675,13,1525.988274
0.9675,13,1526.000415
0.9725,11,1526.009936
0.9675,13,1526.021509
0.9575,17,1526.037788
0.9725,11,1526.048807
0.9575,17,1526.064748
0.9625,15,1526.079267
0.975,10,1526.088302
0.9675,13,1526.101834
0.9675,13,1526.114901
0.9625,15,1526.12847
0.965,14,1526.140636
0.9625,15,1526.153684
0.965,14,1526.166591
0.975,10,1526.176119
0.9625,15,1526.189187
0.97,12,1526.199705
0.9775,9,1526.209224
0.9675,13,1526.221732
0.9625,15,1526.236538
0.96,16,1526.250409
0.965,14,1526.263432
0.975,10,1526.272043
0.965,14,1526.285661
0.9675,13,1526.297184
0.9675,13,1526.309706
0.9725,11,1526.319216
0.9725,11,1526.328766
0.9775,9,1526.337342
0.9525,19,1526.354431
0.98,8,1526.362436
0.97,12,1526.371716
0.9675,13,1526.384336
0.9625,15,1526.397845
0.9775,9,1526.405364
0.9625,15,1526.419611
0.975,10,1526.429163
0.9475,21,1526.448668
0.9775,9,1526.458205
0.955,18,1526.474418
0.98,8,1526.481528
0.9725,11,1529.584179
0.9725,11,1529.594701
0.96,16,1529.609245
0.975,10,1529.617768
0.965,14,1529.630291
0.9725,11,1529.639799
0.9575,17,1529.667436
0.965,14,1529.680266
0.975,10,1529.690305
0.965,14,1529.703332
0.955,18,1529.720876
0.97,12,1529.732411
0.9675,13,1529.743961
0.97,12,1529.755493
0.9675,13,1529.767016
0.975,10,1529.77755
0.9625,15,1529.791109
0.96,16,1529.805157
0.9725,11,1529.81545
0.96,16,1529.83048
0.9725,11,1529.84101
0.965,14,1529.854033
0.9625,15,1529.868557
0.9725,11,1529.879107
0.965,14,1529.890218
0.9775,9,1529.898717
0.9475,21,1529.918274
0.945,22,1529.937306
0.965,14,1529.949825
0.9725,11,1529.960333
0.9725,11,1529.970843
0.9625,15,1529.984482
0.9675,13,1529.996382
0.9475,21,1530.014421
0.9625,15,1530.029109
0.955,18,1530.044515
0.965,14,1530.057026
0.9725,11,1530.067549
0.97,12,1530.078464
0.9525,19,1530.0953
0.9675,13,1530.106815
0.9725,11,1530.117422
0.9675,13,1530.128934
0.97,12,1530.139464
0.975,10,1530.148656
0.975,10,1530.157182
0.97,12,1530.169179
0.965,14,1530.183217
0.96,16,1530.198111
0.975,10,1530.206623
0.9675,13,1530.219201
0.965,14,1530.230718
0.97,12,1530.242255
0.9625,15,1530.256328
0.9675,13,1530.267368
0.97,12,1530.278893
0.96,16,1530.294025
0.97,12,1530.30562
0.965,14,1530.319146
0.965,14,1530.331659
0.97,12,1530.343733
0.9675,13,1530.35566
0.975,10,1530.364196
0.9625,15,1530.378718
0.9725,11,1530.389298
0.975,10,1530.397809
0.9775,9,1530.407638
0.965,14,1530.419209
0.965,14,1530.431722
0.9675,13,1530.443785
0.975,10,1530.451787
0.965,14,1530.465949
0.965,14,1530.478473
0.9675,13,1530.490535
0.965,14,1530.502048
0.9725,11,1530.511595
0.98,8,1530.521146
0.97,12,1530.531919
0.9675,13,1530.544974
0.9675,13,1530.556862
0.9675,13,1530.569425
0.97,12,1530.579941
0.975,10,1530.600004
0.9525,19,1530.620106
0.9675,13,1530.631608
0.9575,17,1530.648684
0.955,18,1530.667116
0.97,12,1530.677633
0.965,14,1530.691722
0.97,12,1530.702248
0.95,20,1530.720287
0.975,10,1530.728796
0.955,18,1530.743828
0.97,12,1530.755389
0.955,18,1530.771908
0.9625,15,1530.787015
0.9725,11,1530.796583
0.965,14,1530.810136
0.97,12,1530.819652
0.975,10,1530.82921
0.97,12,1530.84072
0.9725,11,1530.85126
0.9725,11,1530.861522
0.975,10,1530.872034
0.9725,11,1530.881588
0.96,16,1530.896539
0.9775,9,1530.905054
0.9725,11,1530.914575
0.97,12,1530.925098
0.9725,11,1530.934614
0.9625,15,1530.948156
0.9575,17,1530.963176
0.9675,13,1530.975706
0.9575,17,1530.990797
0.955,18,1531.007923
0.97,12,1531.018489
0.96,16,1531.034181
0.9675,13,1531.045697
0.9725,11,1531.057243
0.9725,11,1531.066753
0.9775,9,1531.075279
0.97,12,1531.085865
0.97,12,1531.097415
0.97,12,1531.107948
0.965,14,1531.12151
0.9675,13,1531.134552
0.97,12,1531.145067
0.9775,9,1531.154255
0.97,12,1531.165769
0.96,16,1531.180293
0.975,10,1531.189826
0.98,8,1531.198469
0.975,10,1531.20698
0.9625,15,1531.219513
0.9775,9,1531.228024
0.97,12,1531.238559
0.965,14,1531.25107
0.97,12,1531.26157
0.97,12,1531.273123
0.9625,15,1531.286745
0.9575,17,1531.30227
0.975,10,1531.311798
0.9775,9,1531.319324
0.9625,15,1531.333498
0.9625,15,1531.346542
0.9725,11,1531.357043
0.9675,13,1531.36857
0.9775,9,1531.377142
0.975,10,1531.386669
0.97,12,1531.398226
0.97,12,1531.40873
0.9675,13,1531.420272
0.975,10,1531.429766
0.9675,13,1531.441341
0.9775,9,1531.449869
0.97,12,1531.461492
0.9725,11,1531.471508
0.965,14,1531.483559
0.9625,15,1534.590489
0.98,8,1534.59902
0.975,10,1534.607615
0.96,16,1534.635169
0.9775,9,1534.646704
0.9725,11,1534.659345
0.9625,15,1534.671856
0.975,10,1534.680594
0.9625,15,1534.695186
0.97,12,1534.705717
0.9625,15,1534.719256
0.9725,11,1534.728766
0.965,14,1534.741818
0.96,16,1534.755892
0.965,14,1534.770447
0.975,10,1534.778968
0.97,12,1534.791095
0.98,8,1534.798618
0.97,12,1534.809143
0.97,12,1534.820653
0.9525,19,1534.83703
0.97,12,1534.848624
0.965,14,1534.861152
0.955,18,1534.877218
0.9625,15,1534.890878
0.9725,11,1534.900413
0.9675,13,1534.911933
0.965,14,1534.92607
0.9625,15,1534.940583
0.97,12,1534.951125
0.9725,11,1534.961817
0.97,12,1534.972413
0.98,8,1534.97995
0.9675,13,1534.99105
0.97,12,1535.001594
0.9725,11,1535.01217
0.975,10,1535.020697
0.9675,13,1535.032233
0.9675,13,1535.043252
0.9725,11,1535.054781
0.955,18,1535.070545
0.97,12,1535.081054
0.9775,9,1535.090136
0.96,16,1535.105168
0.965,14,1535.117697
0.975,10,1535.126234
0.975,10,1535.135897
0.975,10,1535.145422
0.97,12,1535.155992
0.9675,13,1535.168043
0.965,14,1535.180623
0.965,14,1535.193311
0.9775,9,1535.202325
0.965,14,1535.215375
0.9775,9,1535.223871
0.965,14,1535.236446
0.975,10,1535.244971
0.965,14,1535.257497
0.9775,9,1535.26501
0.975,10,1535.27353
0.9725,11,1535.284094
0.9625,15,1535.298128
0.9675,13,1535.308671
0.96,16,1535.323181
0.975,10,1535.331711
0.9775,9,1535.339261
0.975,10,1535.349307
0.9675,13,1535.361817
0.965,14,1535.374914
0.97,12,1535.385951
0.97,12,1535.396485
0.9675,13,1535.407997
0.97,12,1535.419518
0.97,12,1535.431028
0.9725,11,1535.440608
0.97,12,1535.451117
0.975,10,1535.460649
0.975,10,1535.470167
0.955,18,1535.486208
0.9675,13,1535.498789
0.975,10,1535.508396
0.97,12,1535.520511
0.975,10,1535.530034
0.9625,15,1535.543099
0.9725,11,1535.565495
0.9775,9,1535.573497
0.9625,15,1535.588115
0.955,18,1535.605189
0.97,12,1535.616713
0.97,12,1535.628275
0.9775,9,1535.635806
0.975,10,1535.645372
0.955,18,1535.661914
0.9625,15,1535.675949
0.9625,15,1535.69005
0.9575,17,1535.706112
0.9775,9,1535.713622
0.965,14,1535.726634
0.9675,13,1535.738239
0.975,10,1535.747765
0.975,10,1535.758316
0.975,10,1535.767828
0.975,10,1535.776378
0.975,10,1535.785891
0.9475,21,1535.805459
0.9675,13,1535.817971
0.97,12,1535.828499
0.97,12,1535.839019
0.9575,17,1535.854204
0.965,14,1535.868041
0.965,14,1535.881228
0.965,14,1535.893415
0.9775,9,1535.901799
0.98,8,1535.910754
0.9775,9,1535.919282
0.9775,9,1535.928793
0.965,14,1535.943462
0.9575,17,1535.965433
0.9725,11,1535.975928
0.9725,11,1535.985951
0.975,10,1535.995601
0.975,10,1536.005125
0.97,12,1536.015639
0.97,12,1536.025549
0.9775,9,1536.033553
0.9675,13,1536.044383
0.965,14,1536.057846
0.965,14,1536.070642
0.9775,9,1536.079166
0.96,16,1536.09327
0.965,14,1536.106303
0.9625,15,1536.119814
0.9625,15,1536.135037
0.9675,13,1536.146641
0.955,18,1536.161795
0.9725,11,1536.172393
0.9675,13,1536.184473
0.9725,11,1536.194554
0.9625,15,1536.209063
0.9725,11,1536.218596
0.965,14,1536.232182
0.9725,11,1536.241701
0.9675,13,1536.254747
0.975,10,1536.264265
0.96,16,1536.278653
0.96,16,1536.293211
0.9725,11,1536.303744
0.965,14,1536.316273
0.9725,11,1536.325801
0.9725,11,1536.336325
0.965,14,1536.349833
0.9725,11,1536.359349
0.97,12,1536.369892
0.9425,23,1536.391528
0.975,10,1536.40204
0.98,8,1536.408566
0.9725,11,1536.419091
0.9725,11,1536.428617
0.96,16,1536.443735
0.9675,13,1536.455352
0.965,14,1536.468881
0.9775,9,1536.476412
0.9675,13,1536.488449
0.975,10,1536.508545
0.955,18,1539.58357
0.9625,15,1539.597023
0.97,12,1539.608546
0.975,10,1539.618057
0.9625,15,1539.630577
0.975,10,1539.640142
0.9625,15,1539.65357
0.97,12,1539.665136
0.96,16,1539.678939
0.9725,11,1539.689006
0.97,12,1539.700595
0.9675,13,1539.71237
0.9675,13,1539.723483
0.97,12,1539.734585
0.9675,13,1539.746118
0.9675,13,1539.757634
0.9625,15,1539.771154
0.9725,11,1539.781801
0.9625,15,1539.796407
0.95,20,1539.81443
0.965,14,1539.825945
0.975,10,1539.835496
0.9825,7,1539.841501
0.9625,15,1539.854534
0.97,12,1539.865043
0.9575,17,1539.880662
0.96,16,1539.899667
0.975,10,1539.909481
0.975,10,1539.918993
0.9625,15,1539.932211
0.96,16,1539.947253
0.965,14,1539.960685
0.975,10,1539.970208
0.9725,11,1539.981133
0.9625,15,1539.999262
0.9625,15,1540.015639
0.9725,11,1540.027211
0.975,10,1540.035736
0.9725,11,1540.046298
0.965,14,1540.058827
0.9675,13,1540.070353
0.955,18,1540.086431
0.9475,21,1540.106006
0.97,12,1540.116542
0.97,12,1540.127965
0.9525,19,1540.145038
0.9475,21,1540.163713
0.96,16,1540.178238
0.96,16,1540.19333
0.9725,11,1540.203349
0.975,10,1540.212385
0.9625,15,1540.22647
0.955,18,1540.241996
0.96,16,1540.256392
0.97,12,1540.267901
0.9675,13,1540.279047
0.97,12,1540.290175
0.965,14,1540.302224
0.9725,11,1540.311749
0.95,20,1540.329787
0.9625,15,1540.344227
0.9725,11,1540.35374
0.9725,11,1540.364264
0.9725,11,1540.373775
0.97,12,1540.385315
0.97,12,1540.395334
0.975,10,1540.404844
0.9675,13,1540.416391
0.955,18,1540.431902
0.9725,11,1540.442496
0.965,14,1540.455523
0.9725,11,1540.465301
0.9775,9,1540.473304
0.9725,11,1540.483322
0.9575,17,1540.511005
0.975,10,1540.520559
0.975,10,1540.530069
0.975,10,1540.539768
0.9725,11,1540.550293
0.955,18,1540.566478
0.96,16,1540.581978
0.965,14,1540.595566
0.9725,11,1540.605081
0.97,12,1540.615593
0.975,10,1540.625122
0.9625,15,1540.63864
0.9625,15,1540.653705
0.975,10,1540.664264
0.975,10,1540.672266
0.97,12,1540.684299
0.9575,17,1540.699351
0.9675,13,1540.71086
0.965,14,1540.723931
0.9775,9,1540.731934
0.97,12,1540.742502
0.9725,11,1540.752023
0.97,12,1540.764104
0.935,26,1540.788372
0.97,12,1540.799477
0.9725,11,1540.809988
0.9625,15,1540.824041
0.9625,15,1540.837568
0.9725,11,1540.848096
0.9625,15,1540.861606
0.9625,15,1540.874641
0.9625,15,1540.888715
0.965,14,1540.901257
0.96,16,1540.916311
0.96,16,1540.930822
0.975,10,1540.939348
0.975,10,1540.94886
0.96,16,1540.963915
0.965,14,1540.977489
0.9725,11,1540.987014
0.975,10,1540.997063
0.965,14,1541.009589
0.97,12,1541.021114
0.9675,13,1541.033487
0.9825,7,1541.041503
0.965,14,1541.055593
0.97,12,1541.066125
0.9725,11,1541.07664
0.9575,17,1541.093221
0.96,16,1541.108757
0.965,14,1541.121275
0.965,14,1541.13537
0.9575,17,1541.151881
0.9725,11,1541.161434
0.9575,17,1541.176546
0.9675,13,1541.188553
0.94,24,1541.210608
0.965,14,1541.222131
0.96,16,1541.237674
0.965,14,1541.250216
0.9725,11,1541.259751
0.97,12,1541.271279
0.95,20,1541.288516
0.9625,15,1541.30203
0.9625,15,1541.317123
0.9675,13,1541.329638
0.97,12,1541.34018
0.97,12,1541.351696
0.965,14,1541.363754
0.965,14,1541.376322
0.97,12,1541.388279
0.9725,11,1541.397806
0.9625,15,1541.411358
0.9775,9,1541.419866
0.9675,13,1541.443394
0.9775,9,1541.451905
0.97,12,1541.46398
0.9625,15,1541.480505
0.975,10,1541.488632
0.97,12,1544.585784
0.9675,13,1544.597859
0.965,14,1544.610825
0.9775,9,1544.618356
0.97,12,1544.630854
0.975,10,1544.639379
0.97,12,1544.650889
0.9725,11,1544.661696
0.9675,13,1544.67373
0.9675,13,1544.685253
0.97,12,1544.695607
0.97,12,1544.707157
0.9725,11,1544.717659
0.9675,13,1544.728218
0.9675,13,1544.739744
0.9625,15,1544.753265
0.9625,15,1544.766375
0.975,10,1544.775911
0.9625,15,1544.789422
0.9775,9,1544.797525
0.96,16,1544.811047
0.9775,9,1544.819616
0.9575,17,1544.835651
0.965,14,1544.848189
0.9725,11,1544.857713
0.9575,17,1544.872252
0.975,10,1544.880764
0.965,14,1544.894329
0.9675,13,1544.907843
0.9725,11,1544.918408
0.9725,11,1544.927516
0.975,10,1544.937039
0.9675,13,1544.948579
0.955,18,1544.964634
0.965,14,1544.977211
0.9775,9,1544.986723
0.9725,11,1544.996767
0.965,14,1545.009283
0.9625,15,1545.021814
0.9575,17,1545.038935
0.97,12,1545.050452
0.97,12,1545.059959
0.9625,15,1545.074
0.9625,15,1545.087553
0.95,20,1545.106349
0.97,12,1545.117849
0.9675,13,1545.130382
0.9725,11,1545.139909
0.965,14,1545.152433
0.98,8,1545.160091
0.96,16,1545.174524
0.98,8,1545.181528
0.965,14,1545.194492
0.9575,17,1545.210018
0.965,14,1545.221552
0.9775,9,1545.230049
0.97,12,1545.241567
0.9725,11,1545.252095
0.9725,11,1545.263149
0.9675,13,1545.274377
0.9575,17,1545.290483
0.96,16,1545.304944
0.96,16,1545.320759
0.9775,9,1545.329285
0.96,16,1545.343519
0.975,10,1545.351874
0.9775,9,1545.360802
0.9775,9,1545.369343
0.9675,13,1545.38054
0.9775,9,1545.389037
0.9625,15,1545.402189
0.9725,11,1545.412295
0.9775,9,1545.420805
0.9625,15,1545.433945
0.975,10,1545.45619
0.9575,17,1545.473237
0.97,12,1545.484551
0.9675,13,1545.497659
0.98,8,1545.504236
0.9625,15,1545.518761
0.9675,13,1545.530489
0.955,18,1545.546611
0.97,12,1545.55719
0.9675,13,1545.568719
0.965,14,1545.581244
0.9775,9,1545.588772
0.9725,11,1545.599864
0.975,10,1545.608395
0.975,10,1545.617898
0.965,14,1545.630417
0.97,12,1545.641925
0.9475,21,1545.661451
0.975,10,1545.669987
0.96,16,1545.685266
0.975,10,1545.694293
0.9625,15,1545.707878
0.97,12,1545.718399
0.9625,15,1545.731404
0.9725,11,1545.740842
0.9625,15,1545.754551
0.9725,11,1545.763651
0.9675,13,1545.787591
0.9675,13,1545.799648
0.96,16,1545.814714
0.965,14,1545.827345
0.97,12,1545.838854
0.9575,17,1545.853894
0.955,18,1545.871424
0.9575,17,1545.885864
0.96,16,1545.900987
0.9675,13,1545.912508
0.9625,15,1545.926158
0.965,14,1545.93868
0.975,10,1545.947204
0.9675,13,1545.95872
0.97,12,1545.970256
0.9575,17,1545.986296
0.9625,15,1545.999415
0.9675,13,1546.011912
0.9775,9,1546.020714
0.97,12,1546.032278
0.9475,21,1546.051337
0.965,14,1546.064385
0.9675,13,1546.076896
0.96,16,1546.09195
0.965,14,1546.105019
0.9725,11,1546.115708
0.9825,7,1546.121712
0.965,14,1546.134751
0.9725,11,1546.144269
0.965,14,1546.156761
0.965,14,1546.169286
0.97,12,1546.180808
0.9725,11,1546.191911
